Month,Week,BU,Country,Global Category,SKU Code,SKU-Desc,Location Code,Location Desc,Total Inv ($K),Active Inv ($K),Blocked Inv ($K),Excess Inv ($K),IWND Inv ($K),Low Inv ($K),NPI Inv ($K),DIFC,Min Bnd Days,Max Bnd Days,RCA,Driver,DIOH Opp,Comments,Included in Provision,Timing of resolution (M),RCA Status
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4052668,4052668 - 180G CDM MILK (S),AU51,AU VDC DANDENONG,418,185,29,204,0,0,233,115,13,27,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,MEALS,840890,840890 - 23KG SMOOTH   CREAMY CC BASE,AU85,AU CHILLED DC,490,271,0,219,0,0,219,45,14,21,Demand reduction (forward),Supply,Y,future demand decrease and sales under forecast,N,2,RCA Available
Jan-2022,202205,ANZ,Australia,CHOCOLATE,620743,620743 - 5KG CDM GARNISH FLAKE,AU51,AU VDC DANDENONG,386,178,1,208,0,0,208,82,20,41,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4267688,4267688 - FR EASTER CARRY BOX,AU52,AU MDC RINGWOOD,162,0,0,0,162,0,162,999,0,0,,,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,621512,621512 - 80G CADBURY CHERRY RIPE,AU51,AU VDC DANDENONG,387,226,0,160,0,0,161,68,14,35,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4266523,4266523 - 180G OLD GOLD BREAKAWAY TABLET,AU51,AU VDC DANDENONG,178,0,160,0,0,18,160,4,12,40,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4228699,4228699 - 450G CADBURY ROSES MOTHERS DAY,AU51,AU VDC DANDENONG,164,8,0,156,0,0,156,46,14,26,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,BISCUITS,4265762,4265762 - RITZ 180G CRACKER BITES SWEET CHILLI 6CA,NZ52,NZ ADC AUCKLAND,177,36,1,141,0,0,142,256,28,56,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4276214,4276214 - FRYS 55G TURKISH DELIGHT 6CA,AU51,AU VDC DANDENONG,273,140,0,133,0,0,133,33,10,17,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4266623,4266623 - 175G CARAMILK TOPDECK TABLET 4CA,AU51,AU VDC DANDENONG,188,64,0,123,0,0,123,999,12,40,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4263752,4263752 - CORE FAVOURITES   ROSES QP 2020,AU51,AU VDC DANDENONG,122,0,0,122,0,0,122,151,0,35,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,BISCUITS,4265569,4265569 - RITZ 180G CRACKER BITES CHEESE 6CA,AU86,LINFOX BRISBANE DC,264,149,0,115,0,0,115,153,28,56,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,CHOCOLATE,4266623,4266623 - 175G CARAMILK TOPDECK TABLET 4CA,NZ52,NZ ADC AUCKLAND,172,59,17,97,0,0,114,518,18,46,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,GUM & CANDY,4275577,4275577 - 120G PASCALL PEACH LUMPS 14CA,NZ52,NZ ADC AUCKLAND,115,2,3,111,0,0,113,999,14,21,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,GUM & CANDY,4276771,4276771 - 220G SOUR PATCH KIDS SCUBA 20CA,AU51,AU VDC DANDENONG,200,87,0,112,0,0,112,116,21,35,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,BISCUITS,4265762,4265762 - RITZ 180G CRACKER BITES SWEET CHILLI 6CA,AU86,LINFOX BRISBANE DC,148,38,0,110,0,0,110,999,28,56,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,GUM & CANDY,4255383,4255383 - TNCC 220G EASTER BUNNIES 16CA,AU51,AU VDC DANDENONG,107,0,0,107,0,0,107,999,0,0,,,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4275603,4275603 - CAD 410G BAKING MILK CHIPS 5CA,AU51,AU VDC DANDENONG,194,90,0,104,0,0,104,49,28,35,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4266628,4266628 - CAD 173G CRMLK MRBL CA,AU51,AU VDC DANDENONG,436,333,103,0,0,0,103,29,12,40,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4011824,4011824 - TONE 4KG TINY 8G MILK BULK,AU52,AU MDC RINGWOOD,185,85,100,0,0,0,100,31,14,35,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4269226,4269226 - CAD 10X360G FRUIT NUT 4CA,AU51,AU VDC DANDENONG,300,203,0,98,0,0,98,43,14,28,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,MEALS,826565,826565 - 11.5KG CHEESECAKE SHOP NEUFCHATEL,AU85,AU CHILLED DC,237,140,0,97,0,0,97,39,14,21,Demand under-consumption,Supply,Y,,N,1,RCA Available
Jan-2022,202205,ANZ,Australia,BISCUITS,4051152,4051152 - 300G TOPZ CRACKERS ORIGINAL (ALDI),AU81,AU AMBIENT DC -GROC,259,166,0,93,0,0,93,74,30,51,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,BISCUITS,4265762,4265762 - RITZ 180G CRACKER BITES SWEET CHILLI 6CA,AU81,AU AMBIENT DC -GROC,120,28,5,87,0,0,92,999,28,56,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4255635,4255635 - CAD 180G OLD GOLD CHERRY RIPE TABLET 60C,AU51,AU VDC DANDENONG,151,0,83,0,0,68,83,7,17,45,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,GUM & CANDY,4276784,4276784 - 120G PASCALL FEIJOA LUMPS 14CA,NZ52,NZ ADC AUCKLAND,301,219,0,82,0,0,82,63,14,21,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4266824,4266824 - CADBURY PICNIC LAYERS 34G,AU51,AU VDC DANDENONG,120,42,78,0,0,0,78,15,14,35,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,GUM & CANDY,4000018,4000018 - 420G TNCC CHEWS FRUITY,AU51,AU VDC DANDENONG,211,133,0,78,0,0,78,79,27,48,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4276927,4276927 - CAD 11X315G OLD GOLD RUM   RAISIN 4CA,AU51,AU VDC DANDENONG,184,108,0,76,0,0,76,51,18,25,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4267522,4267522 - FR GOODY CARRY BARS BOX,AU51,AU VDC DANDENONG,261,186,0,76,0,0,76,999,21,35,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4023262,4023262 - 225G CADBURY BAKING WHITE MELTS,AU51,AU VDC DANDENONG,82,9,0,72,0,0,73,393,14,35,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,GUM & CANDY,4269346,4269346 - 140G PASCALL PINEAPPLE LUMPS 14CA,AU51,AU VDC DANDENONG,127,56,0,72,0,0,72,35,8,15,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,BISCUITS,4276722,4276722 - OREO 67G OREO MINI CUP 12CA,AU81,AU AMBIENT DC -GROC,133,63,0,70,0,0,70,84,28,56,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4224661,4224661 - 820G CADBURY FAVOURITES 2018,AU51,AU VDC DANDENONG,100,34,56,10,0,0,66,68,21,56,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,BISCUITS,4254377,4254377 - CAD 116G MINI FINGERS 8CA,AU51,AU VDC DANDENONG,160,94,0,66,0,0,66,78,28,56,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,BISCUITS,4257959,4257959 - CAPT TABLE 125G RMARY   THYME 16CA,AU81,AU AMBIENT DC -GROC,98,35,1,62,0,0,63,179,26,54,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,BEVERAGES,4259946,4259946 - CAD 450G DRINKING CHOC CANISTER,NZ52,NZ ADC AUCKLAND,76,14,2,60,0,0,63,58,21,22,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4000965,4000965 - 35G CDM CARAMELLO GIANT KOALA,AU51,AU VDC DANDENONG,187,125,0,62,0,0,62,56,14,35,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,GUM & CANDY,4069756,4069756 - 220G TNCC FRUIT BASKET REDUCED SGR,AU51,AU VDC DANDENONG,74,0,61,0,0,12,61,4,10,24,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4052554,4052554 - 160G CDM BUBBLY MINT (S),AU51,AU VDC DANDENONG,157,96,0,61,0,0,61,80,16,51,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,BISCUITS,4253102,4253102 - RITZ 180G CRACKER BITES SOUR CREAM 6CA,NZ52,NZ ADC AUCKLAND,100,41,9,50,0,0,59,127,28,56,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,CHOCOLATE,4266388,4266388 - 180G CDM BREAKAWAY TABLET,NZ52,NZ ADC AUCKLAND,127,68,0,59,0,0,59,62,14,42,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,BISCUITS,4255986,4255986 - OREO 133G  ORIG 20CA,AU86,LINFOX BRISBANE DC,214,156,0,58,0,0,58,77,32,60,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4266847,4266847 - CAD 144G CRMLK SHAREPACK 14CA,AU51,AU VDC DANDENONG,170,112,0,58,0,0,58,59,12,40,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,BISCUITS,4267747,4267747 - OREO 133G CHOC PEANUT BUTTER PIE 20CA,NZ52,NZ ADC AUCKLAND,58,0,58,0,0,0,58,0,28,56,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4261291,4261291 - CAD 58G TWIRL BREAKAWAY,AU51,AU VDC DANDENONG,107,51,0,56,0,0,56,92,16,44,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,BISCUITS,4068871,4068871 - 300G PRISTA ORIGINAL(MB),AU81,AU AMBIENT DC -GROC,94,38,0,56,0,0,56,115,30,44,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,GUM & CANDY,617569,617569 - PASCALL FRUIT BURST 12X400G NZ,NZ52,NZ ADC AUCKLAND,76,21,0,55,0,0,55,149,25,53,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,BISCUITS,4254422,4254422 - CAD 139G MINI FREDDO   FRIENDS 8CA,AU51,AU VDC DANDENONG,187,133,0,54,0,0,54,70,28,56,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4266405,4266405 - FRYS 180G TURKISH DELIGHT SHAREPACK 12CA,AU51,AU VDC DANDENONG,233,179,0,54,0,0,54,46,21,35,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,CHOCOLATE,4224696,4224696 - 450G CADBURY ROSES 2018 NZ BLUE,NZ52,NZ ADC AUCKLAND,106,52,2,52,0,0,54,79,19,47,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4020336,4020336 - TONE 360G TBL MILK 2X10CA,AU51,AU VDC DANDENONG,968,915,8,45,0,0,53,65,35,63,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4052559,4052559 - 160G CDM BUBBLY MILK (S),AU51,AU VDC DANDENONG,194,142,0,53,0,0,53,68,14,56,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,615607,615607 - 15KG SIENNA BUTTONS SG,AU51,AU VDC DANDENONG,81,29,11,42,0,0,52,47,15,29,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,CHOCOLATE,4266860,4266860 - CDM 170G PASCALL CLINKERS 4CA,NZ52,NZ ADC AUCKLAND,49,0,0,49,0,0,49,596,14,42,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,CHOCOLATE,4020336,4020336 - TONE 360G TBL MILK 2X10CA,NZ52,NZ ADC AUCKLAND,70,22,0,47,0,0,47,123,21,35,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4259783,4259783 - ALDI BARS MIXED SHIPPER,AU51,AU VDC DANDENONG,75,30,0,45,0,0,45,125,14,42,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4278038,4278038 - CAD 48X50G CDM MLK 100Y PACK 6CA,AU51,AU VDC DANDENONG,223,180,0,43,0,0,43,26,14,21,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4278865,4278865 - CAD 352G FAVOURITES DARK PERMANENT 9CA,AU51,AU VDC DANDENONG,112,69,0,43,0,0,43,74,28,56,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,BISCUITS,4265569,4265569 - RITZ 180G CRACKER BITES CHEESE 6CA,NZ52,NZ ADC AUCKLAND,68,25,0,43,0,0,43,122,28,56,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,CHOCOLATE,4224697,4224697 - 225G CADBURY ROSES 2018 NZ BLUE,NZ52,NZ ADC AUCKLAND,86,45,1,40,0,0,40,56,14,42,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,BISCUITS,4253103,4253103 - RITZ 180G CRACKER BITES CLASSIC 6CA,AU81,AU AMBIENT DC -GROC,137,97,0,40,0,0,40,122,28,56,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4228555,4228555 - 820G CAD FAVOURITES XMAS,AU51,AU VDC DANDENONG,40,0,0,40,0,0,40,541,14,49,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,MEALS,800130,800130 - 2KG PHILADELPHIA CREAM CHEESE TAIWAN,AU85,AU CHILLED DC,335,0,40,0,0,296,40,4,7,35,System forecasting issue,Supply,Y,,N,1,RCA Available
Jan-2022,202205,ANZ,New Zealand,CHOCOLATE,618036,618036 - 150G CAD DAIRY MILK MARSHMALLOW EGG,NZ52,NZ ADC AUCKLAND,147,107,0,39,0,0,39,330,14,329,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,BISCUITS,4253103,4253103 - RITZ 180G CRACKER BITES CLASSIC 6CA,AU86,LINFOX BRISBANE DC,145,105,1,38,0,0,39,114,28,56,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,CHOCOLATE,620766,620766 - 15KG CLASSIQUE BUTTONS SG,NZ52,NZ ADC AUCKLAND,55,16,0,39,0,0,39,122,21,35,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,MEALS,845685,845685 - 250G ALDI CREAM CHESE BLOCK,AU85,AU CHILLED DC,54,15,0,39,0,0,39,29,1,2,System forecasting issue,Supply,Y,,N,1,RCA Available
Jan-2022,202205,ANZ,Australia,GUM & CANDY,4260551,4260551 - STR 6X37.8G PASSIONFRUIT 6CA,AU51,AU VDC DANDENONG,44,6,10,29,0,0,39,378,30,58,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,BISCUITS,971154,971154 - 128G OREO WAFER STICKS MILK CHOC 10,NZ52,NZ ADC AUCKLAND,70,32,0,38,0,0,38,128,34,62,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,BISCUITS,4269769,4269769 - OREO 266G ORIGINAL COOKIE COSTCO,AU81,AU AMBIENT DC -GROC,37,0,0,37,0,0,37,999,28,49,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,BISCUITS,4265762,4265762 - RITZ 180G CRACKER BITES SWEET CHILLI 6CA,AU87,PERTH DC,46,9,2,35,0,0,37,999,28,56,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4228601,4228601 - 170G CADBURY CRUNCHIE EASTER BUNNY,AU52,AU MDC RINGWOOD,205,170,35,0,0,0,35,16,14,329,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,BISCUITS,4254330,4254330 - OREO 230G MIXED MINI MULTIPACK 6CA,NZ52,NZ ADC AUCKLAND,108,74,0,35,0,0,35,77,35,56,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4266903,4266903 - 30G CADBURY FLAKE CARAMILK,AU51,AU VDC DANDENONG,34,0,0,34,0,0,34,217,12,26,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,CHOCOLATE,618036,618036 - 150G CAD DAIRY MILK MARSHMALLOW EGG,NZ55,CHRISTCHURCH DC,56,22,0,34,0,0,34,336,14,329,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,BISCUITS,4266687,4266687 - OREO 133G COOKIE SMORES 20CA,AU86,LINFOX BRISBANE DC,67,34,0,33,0,0,33,999,30,58,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,615562,615562 - 50G CADBURY CRUNCHIE,AU51,AU VDC DANDENONG,278,246,0,33,0,0,33,32,14,28,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,GUM & CANDY,4260628,4260628 - STR 6X37.8G LEMONADE 6CA,AU51,AU VDC DANDENONG,38,5,10,22,0,0,33,381,35,63,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,GUM & CANDY,653124,653124 - 1.2KG TNCC SNAKES,AU51,AU VDC DANDENONG,68,36,0,32,0,0,32,82,28,42,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4259005,4259005 - CAD 11X340G CDM TOP DECK 4CA,AU51,AU VDC DANDENONG,148,117,0,32,0,0,32,57,12,40,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,GUM & CANDY,4265600,4265600 - PASCALL AU 192G MISSB STRAWBERRY 12CA,AU51,AU VDC DANDENONG,36,5,0,31,0,0,31,244,27,55,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4228573,4228573 - 55G FRYS TURKISH DELIGHT 2018,AU51,AU VDC DANDENONG,31,0,0,0,31,0,31,999,10,38,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4275270,4275270 - FREDDO MIXED S.PACKS SHIPPER ALDI 12CA,AU51,AU VDC DANDENONG,53,22,0,31,0,0,31,69,14,28,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,MEALS,845126,845126 - 250G PHILADELPHIA LIGHT CC BLOCK,AU85,AU CHILLED DC,81,50,4,27,0,0,31,47,14,35,System forecasting issue,Supply,Y,sales below forecast,N,1,RCA Available
Jan-2022,202205,ANZ,Australia,BISCUITS,4255886,4255886 - 156G CAD COOKIE CRUNCHY CHOC FILLED,AU51,AU VDC DANDENONG,259,228,30,0,0,0,30,40,28,42,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,621561,621561 - 85G CADBURY MORO TWIN PACK,AU51,AU VDC DANDENONG,42,12,5,25,0,0,30,128,14,56,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4269055,4269055 - CAD 135G TWIRL BITES PILLOW 14CA,AU51,AU VDC DANDENONG,312,283,0,30,0,0,30,60,25,53,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,CHOCOLATE,4266388,4266388 - 180G CDM BREAKAWAY TABLET,NZ55,CHRISTCHURCH DC,37,8,0,29,0,0,29,91,16,44,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,GUM & CANDY,4260654,4260654 - STR 6X37.8G PEPPERMINT 6CA,AU51,AU VDC DANDENONG,34,6,22,6,0,0,29,360,25,53,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,GUM & CANDY,4068101,4068101 - 450G PASCALL PARTY PACK REFRESH,NZ52,NZ ADC AUCKLAND,39,11,0,29,0,0,29,64,11,25,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,GUM & CANDY,4276770,4276770 - 170G SOUR PATCH KIDS SCUBA 12CA,AU51,AU VDC DANDENONG,56,27,0,28,0,0,28,97,28,35,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4255636,4255636 - CAD 180G OLD GOLD CARAMEL TABLET 14,AU51,AU VDC DANDENONG,63,34,0,28,0,0,28,999,14,42,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4269353,4269353 - CDM 42X52G MARBLE 6CA,AU51,AU VDC DANDENONG,59,31,13,15,0,0,28,63,15,43,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4273438,4273438 - FRY S 120G TURK DLIGHT BITES PILLOW 18CA,AU51,AU VDC DANDENONG,130,102,0,28,0,0,28,69,25,53,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,CHOCOLATE,621450,621450 - CADBURY CATERING FLAKE MINI 8.5G,NZ52,NZ ADC AUCKLAND,33,0,28,0,0,5,28,8,32,53,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,670970,670970 - 150G FREDDO FACES,AU51,AU VDC DANDENONG,48,21,0,27,0,0,27,145,17,45,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,CHOCOLATE,4276241,4276241 - 880G CADBURY EASTER FAVOURITES CREME EGG,NZ52,NZ ADC AUCKLAND,32,5,0,27,0,0,27,333,14,28,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,BISCUITS,4255886,4255886 - 156G CAD COOKIE CRUNCHY CHOC FILLED,NZ52,NZ ADC AUCKLAND,36,0,27,0,0,9,27,16,28,42,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,GUM & CANDY,643148,643148 - 6KG PASCALL PINEAPPLE PIECES,AU51,AU VDC DANDENONG,41,14,0,27,0,0,27,65,12,26,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4228612,4228612 - G B SMOOTH 90G DARK RASPBERRY HZLNT,AU51,AU VDC DANDENONG,40,14,12,15,0,0,27,999,24,52,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,GUM & CANDY,4228652,4228652 - 170G PASCALL FRUIT BURST,NZ55,CHRISTCHURCH DC,44,17,0,27,0,0,27,69,16,23,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,BISCUITS,4276321,4276321 - IN A BISKIT 160G CHICKEN 16CA,AU81,AU AMBIENT DC -GROC,42,15,0,26,0,0,26,80,21,22,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,960176,960176 - 80G CRUNCHIE,AU51,AU VDC DANDENONG,146,121,16,9,0,0,25,57,14,49,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4277354,4277354 - CAD 170G CDM MINI EGGS BLOCK 4CA,AU51,AU VDC DANDENONG,160,135,0,25,0,0,25,32,14,21,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4224797,4224797 - 10KG WHITE COMP CHIPS 2018,AU51,AU VDC DANDENONG,29,0,25,0,0,4,25,3,26,54,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4224697,4224697 - 225G CADBURY ROSES 2018 NZ BLUE,AU51,AU VDC DANDENONG,69,44,1,24,0,0,25,122,14,42,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,MEALS,840815,840815 - 23KG CHATEAU NEUFCHATEL,AU85,AU CHILLED DC,139,115,0,25,0,0,25,36,14,28,Demand under-consumption,Supply,Y,,N,1,RCA Available
Jan-2022,202205,ANZ,New Zealand,CHOCOLATE,4228731,4228731 - 193G CREME EGG GIFT BOX,NZ52,NZ ADC AUCKLAND,43,19,0,24,0,0,24,336,14,329,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4259007,4259007 - CAD 10X345G CDM CARAMELLO 4CA,AU51,AU VDC DANDENONG,213,190,0,23,0,0,24,34,14,28,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,BISCUITS,4022548,4022548 - 100G RITZ ORIGINAL,NZ52,NZ ADC AUCKLAND,49,26,23,0,0,0,23,37,32,60,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,GUM & CANDY,621983,621983 - 2KG PASCALL JET PLANES,AU51,AU VDC DANDENONG,58,34,0,23,0,0,23,43,11,25,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,621507,621507 - 35G GIANT CADBURY DAIRY MILK FREDDO,AU51,AU VDC DANDENONG,137,114,0,23,0,0,23,34,14,28,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,CHOCOLATE,4224765,4224765 - 150G PASC PINEAPPLE LUMPS M/MALLOW,NZ52,NZ ADC AUCKLAND,75,52,0,23,0,0,23,331,14,329,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,GUM & CANDY,4228653,4228653 - 170G PASCALL MINTIES,NZ52,NZ ADC AUCKLAND,82,59,0,23,0,0,23,81,28,56,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4078351,4078351 - 40G EUROPE NOUGAT HONEY LOG,AU51,AU VDC DANDENONG,41,0,23,0,0,18,23,4,14,42,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,CHOCOLATE,4256778,4256778 - CAD 530G KIWI CLASSIC FAVOURITES 9CA,NZ52,NZ ADC AUCKLAND,23,0,23,0,0,0,23,0,0,28,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,CHOCOLATE,4269302,4269302 - 325G BUZZ BAR MM EGG SHAREPACK 10CA,NZ55,CHRISTCHURCH DC,36,14,0,23,0,0,23,999,14,329,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,Australia,CHOCOLATE,4275167,4275167 - CAD 270G CARAMELLO KOALA SHAREPACK 12CA,AU51,AU VDC DANDENONG,22,0,0,22,0,0,22,108,14,21,,Supply,Y,,,,RCA Missing
Jan-2022,202205,ANZ,New Zealand,CHOCOLATE,4020336,4020336 - TONE 360G TBL MILK 2X10CA,NZ55,CHRISTCHURCH DC,27,5,0,22,0,0,22,167,14,42,,Supply,Y,,,,RCA Missing
