Month,Week,BU,Country,Global Category,SKU Code,SKU-Desc,Location Code,Location Desc,Total Inv ($K),Active Inv ($K),Blocked Inv ($K),Excess Inv ($K),IWND Inv ($K),Low Inv ($K),NPI Inv ($K),DIFC,Min Bnd Days,Max Bnd Days,RCA,Driver,DIOH Opp,Comments,Included in Provision,Timing of resolution (M),RCA Status
Jan-2023,202304,ANZ,Australia,GUM & CANDY,653124,653124 - 1.2KG TNCC SNAKES,AU51,AU VDC DANDENONG,154.48469,89.44303,0.0252,65.01646,0.0,0.0,65.04166,999.0,33.0,47.0,,,,,,,RCA Missing
Jan-2023,202304,ANZ,Australia,CHOCOLATE,655232,655232 - COTE 8X25G BOUCHEE MLK 12CA,AU51,AU VDC DANDENONG,181.11733,118.19814,4.79211,58.12708,0.0,0.0,62.91919,80.19161,28.0,56.0,,,,,,,RCA Missing
Jan-2023,202304,ANZ,Australia,CHOCOLATE,670970,670970 - 150G FREDDO FACES,AU51,AU VDC DANDENONG,23.11268,2.15002,0.0,20.96266,0.0,0.0,20.96266,999.0,17.0,45.0,,,,,,,RCA Missing
Jan-2023,202304,ANZ,Australia,GUM & CANDY,680675,680675 - 170G SOUR PATCH KIDS MAX,AU51,AU VDC DANDENONG,17.81364,15.95955,0.0,1.8541,0.0,0.0,1.8541,63.47091,32.0,46.0,,,,,,,RCA Missing
Jan-2023,202304,ANZ,Australia,CHOCOLATE,688371,688371 - 55G CDM ROLL FT,AU51,AU VDC DANDENONG,290.86837,246.24693,44.62144,0.0,0.0,0.0,44.62144,14.32848,14.0,120.0,,,,,,,RCA Missing
Jan-2023,202304,ANZ,Australia,CHOCOLATE,844938,844938 - 600G TOBLERONE MILK 3X200 SLV,AU51,AU VDC DANDENONG,13.69096,12.04098,0.0,1.64998,0.0,0.0,1.64998,59.61052,28.0,56.0,,,,,,,RCA Missing
Jan-2023,202304,ANZ,Australia,CHOCOLATE,860546,860546 - TOBLERONE      -  ON AND ON,AU51,AU VDC DANDENONG,11.68468,0.0,0.0,0.0,0.0,11.68468,0.0,15.7037,35.0,63.0,,,,,,,Not applicable
Jan-2023,202304,ANZ,Australia,CHOCOLATE,960176,960176 - 80G CRUNCHIE,AU51,AU VDC DANDENONG,70.58139,55.00819,15.57319,0.0,0.0,0.0,15.57319,35.05012,14.0,49.0,,,,,,,RCA Missing
Jan-2023,202304,ANZ,Australia,BISCUITS,971154,971154 - 128G OREO WAFER STICKS MILK CHOC 10,AU51,AU VDC DANDENONG,163.60625,163.6002,0.00605,0.0,0.0,0.0,0.00605,37.13907,36.0,64.0,,,,,,,RCA Missing
Jan-2023,202304,ANZ,Australia,GUM & CANDY,4000018,4000018 - 420G TNCC CHEWS FRUITY,AU51,AU VDC DANDENONG,0.67399,0.0,0.64071,0.0,0.0,0.03328,0.64071,3.5,26.0,47.0,,,,,,,RCA Missing
Jan-2023,202304,ANZ,Australia,CHOCOLATE,4000358,4000358 - 7.5KG CADBURY TWIRL PIECES,AU51,AU VDC DANDENONG,40.68434,40.68434,0.0,0.0,0.0,0.0,0.0,64.78094,32.0,150.0,,,,,,,Not applicable
Jan-2023,202304,ANZ,Australia,CHOCOLATE,4000688,4000688 - 5KG CADBURY CRUNCHIE BITS,AU51,AU VDC DANDENONG,21.65558,18.51155,0.0,3.14403,0.0,0.0,3.14403,119.13473,21.0,49.0,,,,,,,RCA Missing
Jan-2023,202304,ANZ,Australia,CHOCOLATE,4000965,4000965 - 35G CDM CARAMELLO GIANT KOALA,AU51,AU VDC DANDENONG,43.54551,0.0,0.17847,0.0,0.0,43.36704,0.17847,8.39275,14.0,150.0,,,,,,,RCA Missing
Jan-2023,202304,ANZ,Australia,CHOCOLATE,4001700,4001700 - 47G CAD CHERRY RIPE DOUBLE DIP,AU51,AU VDC DANDENONG,82.13869,82.13869,0.0,0.0,0.0,0.0,0.0,21.39219,15.0,43.0,,,,,,,Not applicable
Jan-2023,202304,ANZ,Australia,CHOCOLATE,4002131,4002131 - 35G CARAMELLO KOALA FUNDRAISING,AU51,AU VDC DANDENONG,62.42393,62.42393,0.0,0.0,0.0,0.0,0.0,31.23545,23.0,120.0,,,,,,,Not applicable
Jan-2023,202304,ANZ,Australia,GUM & CANDY,4002196,4002196 - 180G ALDI NAC MARSHMALLOWS,AU51,AU VDC DANDENONG,24.78716,0.0,0.0,0.0,0.0,24.78716,0.0,13.37602,21.0,35.0,,,,,,,Not applicable
Jan-2023,202304,ANZ,Australia,BISCUITS,4002691,4002691 - 180G CADBURY BREAKAWAY BISC MILK,AU51,AU VDC DANDENONG,593.50587,566.67149,0.03235,26.80203,0.0,0.0,26.83438,44.01214,28.0,42.0,,,,,,,RCA Missing
Jan-2023,202304,ANZ,Australia,GUM & CANDY,4004663,4004663 - 180G TNCC SOUR SQUIRMS,AU51,AU VDC DANDENONG,38.52745,0.0,0.11468,0.0,0.0,38.41277,0.11468,12.6121,28.0,56.0,,,,,,,RCA Missing
